step_size,residual_node_ratio
5,0.5147313691507799
10,0.4461500371379054
15,0.44020797227036396
20,0.43971280019806885
25,0.43946521416192125
30,0.43946521416192125
35,0.43946521416192125
40,0.43946521416192125
45,0.43946521416192125
50,0.43946521416192125
55,0.43946521416192125
60,0.43946521416192125
65,0.43946521416192125
70,0.43946521416192125
75,0.43946521416192125
80,0.43946521416192125
85,0.43946521416192125
90,0.43946521416192125
95,0.43946521416192125
100,0.43946521416192125
105,0.43946521416192125
110,0.43946521416192125
115,0.43946521416192125
120,0.43946521416192125
125,0.43946521416192125
130,0.43946521416192125
135,0.43946521416192125
140,0.43946521416192125
145,0.43946521416192125
150,0.43946521416192125
155,0.43946521416192125
160,0.43946521416192125
165,0.43946521416192125
170,0.43946521416192125
175,0.43946521416192125
180,0.43946521416192125
185,0.43946521416192125
190,0.43946521416192125
195,0.43946521416192125
200,0.43946521416192125
205,0.43946521416192125
210,0.43946521416192125
215,0.43946521416192125
220,0.43946521416192125
225,0.43946521416192125
230,0.43946521416192125
235,0.43946521416192125
240,0.43946521416192125
245,0.43946521416192125
250,0.43946521416192125
255,0.43946521416192125
260,0.43946521416192125
265,0.43946521416192125
270,0.43946521416192125
275,0.43946521416192125
280,0.43946521416192125
285,0.43946521416192125
290,0.43946521416192125
295,0.43946521416192125
300,0.43946521416192125
305,0.43946521416192125
310,0.43946521416192125
315,0.43946521416192125
320,0.43946521416192125
325,0.43946521416192125
330,0.43946521416192125
335,0.43946521416192125
340,0.43946521416192125
345,0.43946521416192125
350,0.43946521416192125
355,0.43946521416192125
360,0.43946521416192125
365,0.43946521416192125
370,0.43946521416192125
375,0.43946521416192125
380,0.43946521416192125
385,0.43946521416192125
390,0.43946521416192125
395,0.43946521416192125
400,0.43946521416192125
405,0.43946521416192125
410,0.43946521416192125
415,0.43946521416192125
420,0.43946521416192125
425,0.43946521416192125
430,0.43946521416192125
435,0.43946521416192125
440,0.43946521416192125
445,0.43946521416192125
450,0.43946521416192125
455,0.43946521416192125
460,0.43946521416192125
465,0.43946521416192125
470,0.43946521416192125
475,0.43946521416192125
480,0.43946521416192125
485,0.43946521416192125
490,0.43946521416192125
495,0.43946521416192125
500,0.43946521416192125
505,0.43946521416192125
510,0.43946521416192125
515,0.43946521416192125
520,0.43946521416192125
525,0.43946521416192125
530,0.43946521416192125
535,0.43946521416192125
540,0.43946521416192125
545,0.43946521416192125
550,0.43946521416192125
555,0.43946521416192125
560,0.43946521416192125
565,0.43946521416192125
570,0.43946521416192125
575,0.43946521416192125
580,0.43946521416192125
585,0.43946521416192125
590,0.43946521416192125
595,0.43946521416192125
600,0.43946521416192125
605,0.43946521416192125
610,0.43946521416192125
615,0.43946521416192125
620,0.43946521416192125
625,0.43946521416192125
630,0.43946521416192125
635,0.43946521416192125
640,0.43946521416192125
645,0.43946521416192125
650,0.43946521416192125
655,0.43946521416192125
660,0.43946521416192125
665,0.43946521416192125
670,0.43946521416192125
675,0.43946521416192125
680,0.43946521416192125
685,0.43946521416192125
690,0.43946521416192125
695,0.43946521416192125
700,0.43946521416192125
705,0.43946521416192125
710,0.43946521416192125
715,0.43946521416192125
720,0.43946521416192125
725,0.43946521416192125
730,0.43946521416192125
735,0.43946521416192125
740,0.43946521416192125
745,0.43946521416192125
750,0.43946521416192125
755,0.43946521416192125
760,0.43946521416192125
765,0.43946521416192125
770,0.43946521416192125
775,0.43946521416192125
780,0.43946521416192125
785,0.43946521416192125
790,0.43946521416192125
795,0.43946521416192125
800,0.43946521416192125
805,0.43946521416192125
810,0.43946521416192125
815,0.43946521416192125
820,0.43946521416192125
825,0.43946521416192125
830,0.43946521416192125
835,0.43946521416192125
840,0.43946521416192125
845,0.43946521416192125
850,0.43946521416192125
855,0.43946521416192125
860,0.43946521416192125
865,0.43946521416192125
870,0.43946521416192125
875,0.43946521416192125
880,0.43946521416192125
885,0.43946521416192125
890,0.43946521416192125
895,0.43946521416192125
900,0.43946521416192125
905,0.43946521416192125
910,0.43946521416192125
915,0.43946521416192125
920,0.43946521416192125
925,0.43946521416192125
930,0.43946521416192125
935,0.43946521416192125
940,0.43946521416192125
945,0.43946521416192125
950,0.43946521416192125
955,0.43946521416192125
960,0.43946521416192125
965,0.43946521416192125
970,0.43946521416192125
975,0.43946521416192125
980,0.43946521416192125
985,0.43946521416192125
990,0.43946521416192125
995,0.43946521416192125
1000,0.43946521416192125
1005,0.43946521416192125
1010,0.43946521416192125
1015,0.43946521416192125
1020,0.43946521416192125
1025,0.43946521416192125
1030,0.43946521416192125
1035,0.43946521416192125
1040,0.43946521416192125
1045,0.43946521416192125
1050,0.43946521416192125
1055,0.43946521416192125
1060,0.43946521416192125
1065,0.43946521416192125
1070,0.43946521416192125
1075,0.43946521416192125
1080,0.43946521416192125
1085,0.43946521416192125
1090,0.43946521416192125
1095,0.43946521416192125
1100,0.43946521416192125
1105,0.43946521416192125
1110,0.43946521416192125
1115,0.43946521416192125
1120,0.43946521416192125
1125,0.43946521416192125
1130,0.43946521416192125
1135,0.43946521416192125
1140,0.43946521416192125
1145,0.43946521416192125
1150,0.43946521416192125
1155,0.43946521416192125
1160,0.43946521416192125
1165,0.43946521416192125
1170,0.43946521416192125
1175,0.43946521416192125
1180,0.43946521416192125
1185,0.43946521416192125
1190,0.43946521416192125
1195,0.43946521416192125
1200,0.43946521416192125
1205,0.43946521416192125
1210,0.43946521416192125
1215,0.43946521416192125
1220,0.43946521416192125
1225,0.43946521416192125
1230,0.43946521416192125
1235,0.43946521416192125
1240,0.43946521416192125
1245,0.43946521416192125
1250,0.43946521416192125
1255,0.43946521416192125
1260,0.43946521416192125
1265,0.43946521416192125
1270,0.43946521416192125
1275,0.43946521416192125
1280,0.43946521416192125
1285,0.43946521416192125
1290,0.43946521416192125
1295,0.43946521416192125
1300,0.43946521416192125
1305,0.43946521416192125
1310,0.43946521416192125
1315,0.43946521416192125
1320,0.43946521416192125
1325,0.43946521416192125
1330,0.43946521416192125
1335,0.43946521416192125
1340,0.43946521416192125
1345,0.43946521416192125
1350,0.43946521416192125
1355,0.43946521416192125
1360,0.43946521416192125
1365,0.43946521416192125
1370,0.43946521416192125
1375,0.43946521416192125
1380,0.43946521416192125
1385,0.43946521416192125
1390,0.43946521416192125
1395,0.43946521416192125
1400,0.43946521416192125
1405,0.43946521416192125
1410,0.43946521416192125
1415,0.43946521416192125
1420,0.43946521416192125
1425,0.43946521416192125
1430,0.43946521416192125
1435,0.43946521416192125
1440,0.43946521416192125
1445,0.43946521416192125
1450,0.43946521416192125
1455,0.43946521416192125
1460,0.43946521416192125
1465,0.43946521416192125
1470,0.43946521416192125
1475,0.43946521416192125
1480,0.43946521416192125
1485,0.43946521416192125
1490,0.43946521416192125
1495,0.43946521416192125
1500,0.43946521416192125
1505,0.43946521416192125
1510,0.43946521416192125
1515,0.43946521416192125
1520,0.43946521416192125
1525,0.43946521416192125
1530,0.43946521416192125
1535,0.43946521416192125
1540,0.43946521416192125
1545,0.43946521416192125
1550,0.43946521416192125
1555,0.43946521416192125
1560,0.43946521416192125
1565,0.43946521416192125
1570,0.43946521416192125
1575,0.43946521416192125
1580,0.43946521416192125
1585,0.43946521416192125
1590,0.43946521416192125
1595,0.43946521416192125
1600,0.43946521416192125
1605,0.43946521416192125
1610,0.43946521416192125
1615,0.43946521416192125
1620,0.43946521416192125
1625,0.43946521416192125
1630,0.43946521416192125
1635,0.43946521416192125
1640,0.43946521416192125
1645,0.43946521416192125
1650,0.43946521416192125
1655,0.43946521416192125
1660,0.43946521416192125
1665,0.43946521416192125
1670,0.43946521416192125
1675,0.43946521416192125
1680,0.43946521416192125
1685,0.43946521416192125
1690,0.43946521416192125
1695,0.43946521416192125
1700,0.43946521416192125
1705,0.43946521416192125
1710,0.43946521416192125
1715,0.43946521416192125
1720,0.43946521416192125
1725,0.43946521416192125
1730,0.43946521416192125
1735,0.43946521416192125
1740,0.43946521416192125
1745,0.43946521416192125
1750,0.43946521416192125
1755,0.43946521416192125
1760,0.43946521416192125
1765,0.43946521416192125
1770,0.43946521416192125
1775,0.43946521416192125
1780,0.43946521416192125
1785,0.43946521416192125
1790,0.43946521416192125
1795,0.43946521416192125
1800,0.43946521416192125
1805,0.43946521416192125
1810,0.43946521416192125
1815,0.43946521416192125
1820,0.43946521416192125
1825,0.43946521416192125
1830,0.43946521416192125
1835,0.43946521416192125
1840,0.43946521416192125
1845,0.43946521416192125
1850,0.43946521416192125
1855,0.43946521416192125
1860,0.43946521416192125
1865,0.43946521416192125
1870,0.43946521416192125
1875,0.43946521416192125
1880,0.43946521416192125
1885,0.43946521416192125
1890,0.43946521416192125
1895,0.43946521416192125
1900,0.43946521416192125
1905,0.43946521416192125
1910,0.43946521416192125
1915,0.43946521416192125
1920,0.43946521416192125
1925,0.43946521416192125
1930,0.43946521416192125
1935,0.43946521416192125
1940,0.43946521416192125
1945,0.43946521416192125
1950,0.43946521416192125
1955,0.43946521416192125
1960,0.43946521416192125
1965,0.43946521416192125
1970,0.43946521416192125
1975,0.43946521416192125
1980,0.43946521416192125
1985,0.43946521416192125
1990,0.43946521416192125
1995,0.43946521416192125
2000,0.43946521416192125
2005,0.43946521416192125
2010,0.43946521416192125
2015,0.43946521416192125
2020,0.43946521416192125
2025,0.43946521416192125
2030,0.43946521416192125
2035,0.43946521416192125
2040,0.43946521416192125
2045,0.43946521416192125
2050,0.43946521416192125
2055,0.43946521416192125
2060,0.43946521416192125
2065,0.43946521416192125
2070,0.43946521416192125
2075,0.43946521416192125
2080,0.43946521416192125
2085,0.43946521416192125
2090,0.43946521416192125
2095,0.43946521416192125
2100,0.43946521416192125
2105,0.43946521416192125
2110,0.43946521416192125
2115,0.43946521416192125
2120,0.43946521416192125
2125,0.43946521416192125
2130,0.43946521416192125
2135,0.43946521416192125
2140,0.43946521416192125
2145,0.43946521416192125
2150,0.43946521416192125
2155,0.43946521416192125
2160,0.43946521416192125
2165,0.43946521416192125
2170,0.43946521416192125
2175,0.43946521416192125
2180,0.43946521416192125
2185,0.43946521416192125
2190,0.43946521416192125
2195,0.43946521416192125
2200,0.43946521416192125
2205,0.43946521416192125
2210,0.43946521416192125
2215,0.43946521416192125
2220,0.43946521416192125
2225,0.43946521416192125
2230,0.43946521416192125
2235,0.43946521416192125
2240,0.43946521416192125
2245,0.43946521416192125
2250,0.43946521416192125
2255,0.43946521416192125
2260,0.43946521416192125
2265,0.43946521416192125
2270,0.43946521416192125
2275,0.43946521416192125
2280,0.43946521416192125
2285,0.43946521416192125
2290,0.43946521416192125
2295,0.43946521416192125
2300,0.43946521416192125
2305,0.43946521416192125
2310,0.43946521416192125
2315,0.43946521416192125
2320,0.43946521416192125
2325,0.43946521416192125
2330,0.43946521416192125
2335,0.43946521416192125
2340,0.43946521416192125
2345,0.43946521416192125
2350,0.43946521416192125
2355,0.43946521416192125
2360,0.43946521416192125
2365,0.43946521416192125
2370,0.43946521416192125
2375,0.43946521416192125
2380,0.43946521416192125
2385,0.43946521416192125
2390,0.43946521416192125
2395,0.43946521416192125
2400,0.43946521416192125
2405,0.43946521416192125
2410,0.43946521416192125
2415,0.43946521416192125
2420,0.43946521416192125
2425,0.43946521416192125
2430,0.43946521416192125
2435,0.43946521416192125
2440,0.43946521416192125
2445,0.43946521416192125
2450,0.43946521416192125
2455,0.43946521416192125
2460,0.43946521416192125
2465,0.43946521416192125
2470,0.43946521416192125
2475,0.43946521416192125
2480,0.43946521416192125
2485,0.43946521416192125
2490,0.43946521416192125
2495,0.43946521416192125
2500,0.43946521416192125
2505,0.43946521416192125
2510,0.43946521416192125
2515,0.43946521416192125
2520,0.43946521416192125
2525,0.43946521416192125
2530,0.43946521416192125
2535,0.43946521416192125
2540,0.43946521416192125
2545,0.43946521416192125
2550,0.43946521416192125
