1,1.0
2,0.9956
3,0.9917
4,0.9894
5,0.9865
6,0.9833
7,0.9812
8,0.9784
9,0.9761
10,0.974
11,0.9719
12,0.9708
13,0.9694
14,0.9678
15,0.9664
16,0.9652
17,0.9636
18,0.9632
19,0.9622
20,0.9616
21,0.9605
22,0.959
23,0.9588
24,0.9584
25,0.9577
26,0.9573
27,0.9566
28,0.9564
29,0.9558
30,0.9554
31,0.9549
32,0.9546
33,0.9542
34,0.9537
35,0.9532
36,0.9528
37,0.9524
38,0.952
39,0.9516
40,0.9514
41,0.9511
42,0.951
43,0.9508
44,0.9505
45,0.9502
46,0.9499
47,0.9499
48,0.9498
49,0.9498
50,0.9498
51,0.9497
52,0.9496
53,0.9495
54,0.9495
55,0.9495
56,0.9495
57,0.9494
58,0.9491
59,0.9491
60,0.9491
61,0.949
62,0.949
63,0.949
64,0.949
65,0.949
66,0.949
67,0.949
68,0.9489
69,0.9489
70,0.9487
71,0.9487
72,0.9487
73,0.9486
74,0.9486
75,0.9485
76,0.9485
77,0.9485
78,0.9485
79,0.9485
80,0.9485
81,0.9485
82,0.9485
83,0.9485
84,0.9485
85,0.9485
86,0.9485
87,0.9485
88,0.9485
89,0.9485
90,0.9485
91,0.9485
92,0.9485
93,0.9485
94,0.9485
95,0.9485
96,0.9485
97,0.9485
98,0.9485
99,0.9485
100,0.9485
101,0.9485
102,0.9485
103,0.9485
104,0.9485
105,0.9485
106,0.9485
107,0.9485
108,0.9485
109,0.9485
110,0.9485
111,0.9485
112,0.9485
113,0.9485
114,0.9485
115,0.9485
116,0.9485
117,0.9485
118,0.9485
119,0.9485
120,0.9485
121,0.9485
122,0.9485
123,0.9485
124,0.9485
125,0.9485
126,0.9485
127,0.9485
128,0.9485
129,0.9485
130,0.9485
131,0.9485
132,0.9485
133,0.9485
134,0.9485
135,0.9485
136,0.9485
137,0.9485
138,0.9485
139,0.9485
140,0.9485
141,0.9485
142,0.9485
143,0.9485
144,0.9485
145,0.9485
146,0.9485
147,0.9485
148,0.9485
149,0.9485
150,0.9485
151,0.9485
152,0.9485
153,0.9485
154,0.9485
155,0.9485
156,0.9485
157,0.9485
158,0.9485
159,0.9485
160,0.9485
161,0.9485
162,0.9485
163,0.9485
164,0.9485
165,0.9485
166,0.9485
167,0.9485
168,0.9485
169,0.9485
170,0.9485
171,0.9485
172,0.9485
173,0.9485
174,0.9485
175,0.9485
176,0.9485
177,0.9485
178,0.9485
179,0.9485
180,0.9485
181,0.9485
182,0.9485
183,0.9485
184,0.9485
185,0.9485
186,0.9485
187,0.9485
188,0.9485
189,0.9485
190,0.9485
191,0.9485
192,0.9485
193,0.9485
194,0.9485
195,0.9485
196,0.9485
197,0.9485
198,0.9485
199,0.9485
200,0.9485
201,0.9485
202,0.9485
203,0.9485
204,0.9485
205,0.9485
206,0.9485
207,0.9485
208,0.9485
209,0.9485
210,0.9485
211,0.9485
212,0.9485
213,0.9485
214,0.9485
215,0.9485
216,0.9485
217,0.9485
218,0.9485
219,0.9485
220,0.9485
221,0.9485
222,0.9485
223,0.9485
224,0.9485
225,0.9485
226,0.9485
227,0.9485
228,0.9485
229,0.9485
230,0.9485
231,0.9485
232,0.9485
233,0.9485
234,0.9485
235,0.9485
236,0.9485
237,0.9485
238,0.9485
239,0.9485
240,0.9485
241,0.9485
242,0.9485
243,0.9485
244,0.9485
245,0.9485
246,0.9485
247,0.9485
248,0.9485
249,0.9485
250,0.9485
251,0.9485
252,0.9485
253,0.9485
254,0.9485
255,0.9485
256,0.9485
257,0.9485
258,0.9485
259,0.9485
260,0.9485
261,0.9485
262,0.9485
263,0.9485
264,0.9485
265,0.9485
266,0.9485
267,0.9485
268,0.9485
269,0.9485
270,0.9485
271,0.9485
272,0.9485
273,0.9485
274,0.9485
275,0.9485
276,0.9485
277,0.9485
278,0.9485
279,0.9485
280,0.9485
281,0.9485
282,0.9485
283,0.9485
284,0.9485
285,0.9485
286,0.9485
287,0.9485
288,0.9485
289,0.9485
290,0.9485
291,0.9485
292,0.9485
293,0.9485
294,0.9485
295,0.9485
296,0.9485
297,0.9485
298,0.9485
299,0.9485
300,0.9485
301,0.9485
302,0.9485
303,0.9485
304,0.9485
305,0.9485
306,0.9485
307,0.9485
308,0.9485
309,0.9485
310,0.9485
311,0.9485
312,0.9485
313,0.9485
314,0.9485
315,0.9485
316,0.9485
317,0.9485
318,0.9485
319,0.9485
320,0.9485
321,0.9485
322,0.9485
323,0.9485
324,0.9485
325,0.9485
326,0.9485
327,0.9485
328,0.9485
329,0.9485
330,0.9485
331,0.9485
332,0.9485
333,0.9485
334,0.9485
335,0.9485
336,0.9485
337,0.9485
338,0.9485
339,0.9485
340,0.9485
341,0.9485
342,0.9485
343,0.9485
344,0.9485
345,0.9485
346,0.9485
347,0.9485
348,0.9485
349,0.9485
350,0.9485
351,0.9485
352,0.9485
353,0.9485
354,0.9485
355,0.9485
356,0.9485
357,0.9485
358,0.9485
359,0.9485
360,0.9485
361,0.9485
362,0.9485
363,0.9485
364,0.9485
365,0.9485
366,0.9485
367,0.9485
368,0.9485
369,0.9485
370,0.9485
371,0.9485
372,0.9485
373,0.9485
374,0.9485
375,0.9485
376,0.9485
377,0.9485
378,0.9485
379,0.9485
380,0.9485
381,0.9485
382,0.9485
383,0.9485
384,0.9485
385,0.9485
386,0.9485
387,0.9485
388,0.9485
389,0.9485
390,0.9485
391,0.9485
392,0.9485
393,0.9485
394,0.9485
395,0.9485
396,0.9485
397,0.9485
398,0.9485
399,0.9485
400,0.9485
401,0.9485
402,0.9485
403,0.9485
404,0.9485
405,0.9485
406,0.9485
407,0.9485
408,0.9485
409,0.9485
410,0.9485
